10	0.35	0.7356307365532172	0.027683379261350012
10	0.351	0.7404498586507794	0.03047736728710706
10	0.352	0.7349203506819073	0.025559561029834126
10	0.353	0.7254349469379919	0.026622929078422078
10	0.354	0.7229179834972762	0.025177440826871168
10	0.355	0.7150929394614797	0.02747749904888041
10	0.356	0.7175916940497955	0.024509931899513848
10	0.357	0.6957165724376652	0.02518735391847573
10	0.358	0.7048618684488466	0.025699011946875353
10	0.359	0.6893469819008615	0.029458576528314122
10	0.36	0.6832652143378604	0.023580345702483005
10	0.361	0.6768199403278186	0.022441609495617666
10	0.362	0.6964823123287552	0.027677686751614274
10	0.363	0.6824619239693376	0.025251540567358025
10	0.364	0.6754573098434117	0.025066597552505683
10	0.365	0.6771079583535986	0.02584275967460571
10	0.366	0.6752437810258107	0.02690404711525401
10	0.367	0.6559735309901711	0.024506646341660155
10	0.368	0.6597210537316746	0.0244617011123734
10	0.369	0.6511747954030972	0.02417492456802658
10	0.37	0.6517161676159738	0.023491186109934864
10	0.371	0.6360144046904547	0.024111719056582773
10	0.372	0.6364852132002556	0.021862737480453164
10	0.373	0.6354958141560887	0.021688457325508042
10	0.374	0.6314389884153491	0.022481799193620942
10	0.375	0.6252400300988593	0.022956112883750046
10	0.376	0.6165378101047821	0.02286835713170876
10	0.377	0.6124511478512084	0.022576113051533998
10	0.378	0.6042796885868612	0.019789664755611853
10	0.379	0.5955462447635657	0.019436273627848416
10	0.38	0.6007268569004763	0.020114369185198072
10	0.381	0.5997385946646387	0.024760367017782045
10	0.382	0.5925660901221583	0.020126655855496348
10	0.383	0.5877772119465643	0.020419619797883978
10	0.384	0.5788892572127913	0.020723034838465743
10	0.385	0.5767690797555296	0.01994956557368344
10	0.386	0.5724354505186391	0.020859000921576998
10	0.387	0.5624334730303504	0.019418276612585703
10	0.388	0.5509992876040094	0.01780941768372336
10	0.389	0.5638415063574084	0.01880494932454577
10	0.39	0.5567722217858806	0.01721615641917184
10	0.391	0.5534488149391219	0.020254356083621874
10	0.392	0.5471361657852978	0.01878384291585629
10	0.393	0.5347365210526814	0.018519529358155866
10	0.394	0.5368602336103088	0.017163391653941606
10	0.395	0.5346727195655717	0.016877218295347624
10	0.396	0.5305835625058728	0.01641470464196044
10	0.397	0.5249704408726712	0.01702579906247
10	0.398	0.5192732440630277	0.01563590750055615
10	0.399	0.512567519305749	0.014374110851782838
10	0.4	0.515640787405936	0.01520019037601836
10	0.401	0.5166240763105978	0.017101506837041064
10	0.402	0.5110177051720393	0.01538710043987368
10	0.403	0.5007345853677163	0.014475417633510209
10	0.404	0.4988538615556649	0.01590505637631025
10	0.405	0.48648935488566064	0.015329795103057976
10	0.40599999999999997	0.48358428840854	0.012804069464455472
