0	-0.920432
1	-0.920485
2	-0.920463
3	-0.920485
4	-0.920301
5	-0.920402
6	-0.92047
7	-0.92036
8	-0.920537
9	-0.920433
10	-0.920471
11	-0.920428
12	-0.920455
13	-0.92032
14	-0.920617
15	-0.920244
16	-0.92017
17	-0.920588
18	-0.920352
19	-0.920293
20	-0.920294
21	-0.920208
22	-0.92019
23	-0.920102
24	-0.920623
25	-0.920559
26	-0.920379
27	-0.920576
28	-0.920215
29	-0.920489
30	-0.920318
31	-0.920401
32	-0.920542
33	-0.920138
34	-0.920556
35	-0.92027
36	-0.920474
37	-0.920315
38	-0.920406
39	-0.920338
40	-0.92037
41	-0.920545
42	-0.920583
43	-0.920458
44	-0.920206
45	-0.920476
46	-0.92048
47	-0.92044
48	-0.920418
49	-0.920444
50	-0.920467
51	-0.920512
52	-0.920874
53	-0.92027
54	-0.919956
55	-0.920408
56	-0.920454
57	-0.920357
58	-0.920533
59	-0.920366
60	-0.920477
61	-0.920392
62	-0.920613
63	-0.920251
64	-0.920568
65	-0.920396
66	-0.920773
67	-0.920683
68	-0.920315
69	-0.920458
70	-0.920556
71	-0.920332
72	-0.920339
73	-0.920327
74	-0.92015
75	-0.920258
76	-0.920714
77	-0.920635
78	-0.920257
79	-0.920736
80	-0.920612
81	-0.920489
82	-0.920415
83	-0.920545
84	-0.920349
85	-0.920307
86	-0.920614
87	-0.920274
88	-0.920688
89	-0.920192
90	-0.920338
91	-0.920251
92	-0.920703
93	-0.920319
94	-0.920029
95	-0.920538
96	-0.920603
97	-0.920443
98	-0.920282
99	-0.920542
100	-0.919998
101	-0.920656
102	-0.920413
103	-0.920293
104	-0.92006
105	-0.920375
106	-0.920324
107	-0.920412
108	-0.920126
109	-0.920375
110	-0.920481
111	-0.920663
112	-0.920463
113	-0.920288
114	-0.920664
115	-0.92044
116	-0.920128
117	-0.920248
118	-0.920355
119	-0.920425
120	-0.920204
121	-0.92041
122	-0.920715
123	-0.920658
124	-0.920187
125	-0.920346
126	-0.920541
127	-0.920585
128	-0.920546
129	-0.920366
130	-0.920346
131	-0.92007
132	-0.920457
133	-0.920382
134	-0.920553
135	-0.920624
136	-0.920304
137	-0.920493
138	-0.920301
139	-0.920611
140	-0.920572
141	-0.92019
142	-0.920354
143	-0.920556
144	-0.920435
145	-0.920427
146	-0.920423
147	-0.920159
148	-0.920257
